cod;id;Ocup_2000;Ocup_2010;Ocup_2018;xcoord;ycoord;NM_MU;CODMU;COD_1;COD_UF;UF;COD_2;ANO;IVS_2000;IVS_INF_00;IVS_CPH_00;IVS_REN_00;IVS_2010;IVS_INF_10;IVS_CPH_10;IVS_REN_10;fid;MASC;FEM;POP;DOM_OCU;area;perimeter;URB_RURAL;Dens_Dom;Dens_hab;MRT;VTN_MED;VTN_MIN;VTN_MAX;IDEX
625;F610;1;1;0;-35,9791250676;-8,268375906;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2596;44;50;94;24;40074,7331542969;800,8148951643;1;0,001;0,0023456176;MRT IV;5105,25;1578,52;8631,99;38
626;F611;1;1;0;-35,9790930673;-8,2683435855;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2596;44;50;94;24;40074,7331542969;800,8148951643;1;0,001;0,0023456176;MRT IV;5105,25;1578,52;8631,99;38
627;F612;1;1;0;-35,9790721267;-8,2683002475;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2596;44;50;94;24;40074,7331542969;800,8148951643;1;0,001;0,0023456176;MRT IV;5105,25;1578,52;8631,99;38
628;F613;1;1;0;-35,9789664572;-8,2682309514;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2596;44;50;94;24;40074,7331542969;800,8148951643;1;0,001;0,0023456176;MRT IV;5105,25;1578,52;8631,99;38
629;F614;1;1;0;-35,9788840018;-8,2680860436;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2596;44;50;94;24;40074,7331542969;800,8148951643;1;0,001;0,0023456176;MRT IV;5105,25;1578,52;8631,99;38
630;F614;1;1;0;-35,9788199131;-8,2680048458;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2596;44;50;94;24;40074,7331542969;800,8148951643;1;0,001;0,0023456176;MRT IV;5105,25;1578,52;8631,99;38
631;F151;1;1;0;-35,9777413015;-8,2651068153;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
632;F152;1;1;0;-35,9779652556;-8,2654955757;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
633;F616;1;1;0;-35,9779728448;-8,2666064082;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
634;F617;1;1;0;-35,9779504331;-8,2665143717;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
635;F617;1;1;0;-35,9779176293;-8,2664643772;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
636;F617;1;1;0;-35,9778921378;-8,2664195865;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
637;F618;1;1;0;-35,9778727221;-8,2663865992;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
638;F619;1;1;0;-35,9778480745;-8,2663363507;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
639;F620;1;1;0;-35,9778147856;-8,2662824201;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
640;F620;1;1;0;-35,9777637155;-8,2662123257;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
641;F621;1;1;0;-35,9777043075;-8,2661782038;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
642;F622;1;1;0;-35,9776341857;-8,2662143577;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
643;F625;1;1;0;-35,9774291368;-8,2659397984;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
644;F626;1;1;0;-35,9773558014;-8,2658224013;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
645;F627;1;1;0;-35,9772351696;-8,2656317321;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
646;F628;1;1;0;-35,97717091;-8,2655295518;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
647;F629;1;1;0;-35,9771127118;-8,2654378938;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
648;F630;1;1;0;-35,9770204871;-8,2652915321;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
649;F631;1;1;0;-35,9769292111;-8,2651444256;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
650;F632;1;1;0;-35,9768711602;-8,2650508526;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
651;F151;1;1;0;-35,9778974032;-8,265340245;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
652;F151;1;1;0;-35,9777544737;-8,2651265111;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
653;F152;1;1;0;-35,9779652565;-8,2654955757;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2602;68;78;146;36;40074,5966796875;800,8135093033;1;0,001;0,0036432057;MRT IV;5105,25;1578,52;8631,99;38
654;F149;1;1;0;-35,9772716036;-8,2643679022;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2607;59;65;124;30;40074,6158447266;800,8136771918;1;0,001;0,003094228;MRT IV;5105,25;1578,52;8631,99;38
655;F150;1;1;0;-35,977496046;-8,2647560802;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2607;59;65;124;30;40074,6158447266;800,8136771918;1;0,001;0,003094228;MRT IV;5105,25;1578,52;8631,99;38
656;F149;1;1;0;-35,9772716044;-8,2643679022;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2607;59;65;124;30;40074,6158447266;800,8136771918;1;0,001;0,003094228;MRT IV;5105,25;1578,52;8631,99;38
657;F150;1;1;0;-35,9774960468;-8,2647560801;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2607;59;65;124;30;40074,6158447266;800,8136771918;1;0,001;0,003094228;MRT IV;5105,25;1578,52;8631,99;38
658;F145;1;1;0;-35,9767428244;-8,2632973324;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2608;39;45;84;20;40074,5012207031;800,8125329075;1;0;0,002096096;MRT IV;5105,25;1578,52;8631,99;38
659;F633;1;1;0;-35,9767750467;-8,264896785;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2608;39;45;84;20;40074,5012207031;800,8125329075;1;0;0,002096096;MRT IV;5105,25;1578,52;8631,99;38
660;F635;1;1;0;-35,9761432213;-8,263702806;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2608;39;45;84;20;40074,5012207031;800,8125329075;1;0;0,002096096;MRT IV;5105,25;1578,52;8631,99;38
661;F636;1;1;0;-35,9763822531;-8,2641847535;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2608;39;45;84;20;40074,5012207031;800,8125329075;1;0;0,002096096;MRT IV;5105,25;1578,52;8631,99;38
662;F635;1;1;0;-35,97607547;-8,2635386042;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2608;39;45;84;20;40074,5012207031;800,8125329075;1;0;0,002096096;MRT IV;5105,25;1578,52;8631,99;38
663;F145;1;1;0;-35,9767428253;-8,2632973323;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2608;39;45;84;20;40074,5012207031;800,8125329075;1;0;0,002096096;MRT IV;5105,25;1578,52;8631,99;38
664;F137;1;0;0;-35,9764996237;-8,2614693396;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
665;F137;1;0;0;-35,9765210209;-8,2616913345;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
666;F138;1;0;0;-35,9765433986;-8,261913371;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
667;F144;1;1;0;-35,9767067191;-8,2631663339;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
668;F639;1;1;0;-35,9758745577;-8,262643551;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
669;F137;1;0;0;-35,9764996245;-8,2614693396;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
670;F137;1;0;0;-35,9765210217;-8,2616913345;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
671;F138;1;0;0;-35,9765433994;-8,261913371;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
672;F144;1;1;0;-35,97670672;-8,2631663339;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2613;47;52;99;23;40074,4897460938;800,8123960465;1;0,001;0,0024703995;MRT IV;5105,25;1578,52;8631,99;38
673;F131;1;0;0;-35,9763137703;-8,2596425566;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2618;38;41;79;18;40074,509765625;800,8125761032;1;0;0,0019713279;MRT IV;5105,25;1578,52;8631,99;38
674;F132;1;0;0;-35,9763237312;-8,2597550836;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2618;38;41;79;18;40074,509765625;800,8125761032;1;0;0,0019713279;MRT IV;5105,25;1578,52;8631,99;38
675;F133;1;0;0;-35,9763369585;-8,2599086228;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2618;38;41;79;18;40074,509765625;800,8125761032;1;0;0,0019713279;MRT IV;5105,25;1578,52;8631,99;38
676;F131;1;0;0;-35,9763137711;-8,2596425565;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2618;38;41;79;18;40074,509765625;800,8125761032;1;0;0,0019713279;MRT IV;5105,25;1578,52;8631,99;38
677;F132;1;0;0;-35,976323732;-8,2597550836;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2618;38;41;79;18;40074,509765625;800,8125761032;1;0;0,0019713279;MRT IV;5105,25;1578,52;8631,99;38
678;F133;1;0;0;-35,9763369593;-8,2599086227;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2618;38;41;79;18;40074,509765625;800,8125761032;1;0;0,0019713279;MRT IV;5105,25;1578,52;8631,99;38
679;F128;1;0;0;-35,9762359416;-8,258893377;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2623;26;28;54;13;40074,5288085938;800,8127433031;1;0;0,0013474893;MRT IV;5105,25;1578,52;8631,99;38
680;F129;1;0;0;-35,9762497146;-8,2590295077;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2623;26;28;54;13;40074,5288085938;800,8127433031;1;0;0,0013474893;MRT IV;5105,25;1578,52;8631,99;38
681;F130;1;0;0;-35,9762602229;-8,2591292366;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2623;26;28;54;13;40074,5288085938;800,8127433031;1;0;0,0013474893;MRT IV;5105,25;1578,52;8631,99;38
682;F128;1;0;0;-35,9762359424;-8,2588933769;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2623;26;28;54;13;40074,5288085938;800,8127433031;1;0;0,0013474893;MRT IV;5105,25;1578,52;8631,99;38
683;F129;1;0;0;-35,9762497154;-8,2590295077;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2623;26;28;54;13;40074,5288085938;800,8127433031;1;0;0,0013474893;MRT IV;5105,25;1578,52;8631,99;38
684;F130;1;0;0;-35,9762602237;-8,2591292366;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2623;26;28;54;13;40074,5288085938;800,8127433031;1;0;0,0013474893;MRT IV;5105,25;1578,52;8631,99;38
685;F121;1;0;0;-35,9760385477;-8,2570719196;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2628;18;19;37;9;40074,5172119141;800,8126052494;1;0;0,00092328;MRT IV;5105,25;1578,52;8631,99;38
686;F122;1;0;0;-35,9760613638;-8,2572640637;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2628;18;19;37;9;40074,5172119141;800,8126052494;1;0;0,00092328;MRT IV;5105,25;1578,52;8631,99;38
687;F121;1;0;0;-35,9760385486;-8,2570719196;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2628;18;19;37;9;40074,5172119141;800,8126052494;1;0;0,00092328;MRT IV;5105,25;1578,52;8631,99;38
688;F122;1;0;0;-35,9760613646;-8,2572640636;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2628;18;19;37;9;40074,5172119141;800,8126052494;1;0;0,00092328;MRT IV;5105,25;1578,52;8631,99;38
689;F065;1;0;0;-35,9789630812;-8,2284440097;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2708;15;15;30;7;40074,6885986328;800,8139680639;1;0;0,0007486022;MRT IV;5105,25;1578,52;8631,99;38
690;F065;1;0;0;-35,9789630821;-8,2284440097;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2708;15;15;30;7;40074,6885986328;800,8139680639;1;0;0,0007486022;MRT IV;5105,25;1578,52;8631,99;38
691;F676;1;0;0;-35,9751925346;-8,2559174192;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
692;F676;1;0;0;-35,9751879273;-8,2558647041;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
693;F677;1;0;0;-35,9751827664;-8,255811292;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
694;F679;1;0;0;-35,975167662;-8,2556916929;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
695;F680;1;0;0;-35,97516529;-8,2556468167;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
696;F681;1;0;0;-35,9751628441;-8,2556010276;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
697;F682;1;0;0;-35,9751613394;-8,2555679966;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
698;F683;1;0;0;-35,9751596516;-8,2555326521;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
699;F684;1;0;0;-35,9751597216;-8,2554850283;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
700;F685;1;0;0;-35,9751595925;-8,2554350784;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
701;F686;1;0;0;-35,9751442042;-8,2553807506;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
702;F687;1;0;0;-35,9751396079;-8,2553308625;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
703;F691;1;0;0;-35,9750947209;-8,2549748641;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2929;11;15;26;8;40074,3912353516;800,8113242666;1;0;0,0006487934;MRT IV;5105,25;1578,52;8631,99;38
704;F703;1;0;0;-35,9750448285;-8,2432042048;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2964;6;6;12;2;40074,4542236328;800,8117987548;1;0;0,0002994426;MRT IV;5105,25;1578,52;8631,99;38
705;F3013;1;0;0;-35,9750778231;-8,2423620065;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;2964;6;6;12;2;40074,4542236328;800,8117987548;1;0;0,0002994426;MRT IV;5105,25;1578,52;8631,99;38
706;F048;1;0;0;-35,9776014244;-8,2241545586;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3014;6;6;12;3;40074,5603027344;800,8126395519;1;0;0,0002994418;MRT IV;5105,25;1578,52;8631,99;38
707;F048;1;0;0;-35,9776014253;-8,2241545586;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3014;6;6;12;3;40074,5603027344;800,8126395519;1;0;0,0002994418;MRT IV;5105,25;1578,52;8631,99;38
708;F002;1;0;0;-35,9758722308;-8,2196841863;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
709;F003;1;0;0;-35,9758880526;-8,2197278588;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
710;F3014;1;0;0;-35,9751252595;-8,2196913206;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
711;F759;1;0;0;-35,9749667196;-8,2193277711;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
712;F760;1;0;0;-35,9749284035;-8,2192293439;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
713;F766;1;0;0;-35,9747878715;-8,2188570501;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
714;F767;1;0;0;-35,9747545103;-8,2187662949;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
715;F768;1;0;0;-35,9747086314;-8,2186561876;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
716;F769;1;0;0;-35,9746717203;-8,2185144828;CARUARU;2604106;260410;26;Pernambuco;2604106;2000;0,447;0,178;0,64;0,522;0,31;0,105;0,467;0,357;3030;4;4;8;2;40074,4497070313;800,81146751;1;0;0,0001996284;MRT IV;5105,25;1578,52;8631,99;38
